type,title,age_certification,description,release_year,genre,seasons,titleType,runtimeMinutes,averageRating,numVotes,platform,year
MOVIE,The Shooting,G,"Two miners agree to guide a mysterious woman, who has appeared in their camp from nowhere, to a nearby town; but soon, because of her erratic behavior, they begin to suspect that her true purpose is quite different.",1966.0,"['western', 'comedy']",,movie,82,6.5,5646.0,amazon prime,
MOVIE,"Race for Your Life, Charlie Brown",G,"The Peanuts gang, including Snoopy and Woodstock, have gone off to summer camp. After a few days of the usual summer-camp activities, they all take part in a rafting race. Battling treacherous rapids, wild animals and bullies from a rival tent, the teams make their way downriver to the finish line.",1977.0,"['comedy', 'animation', 'family']",,movie,76,7.2,3634.0,amazon prime,
MOVIE,Harry in Your Pocket,PG,A master thief and his drug-addicted partner teach two aspiring crooks how to steal wallets.,1973.0,"['comedy', 'crime', 'drama']",,movie,103,6.4,1322.0,amazon prime,
MOVIE,The Owl and the Pussycat,PG,"Meek, owlish Felix and strident, catty Doris live in the same apartment building. His incessant typing bothers her; her gentlemen callers bother him. Felix informs the landlord of her activities, so Doris moves in on Felix. When they both get thrown out, they move in with Barney... until they drive him out! That's when Felix and Doris finally decide to put theory into practice. But do opposites attract?",1970.0,"['comedy', 'romance']",,movie,95,6.4,3998.0,amazon prime,
MOVIE,Lifeguard,PG,"Rick is a Los Angeles County lifeguard who is in his thirties. At his 15-year high school reunion, he sees his old girlfriend who is now a divorced mother. After falling in love with her, Rick considers changing his career and lifestyle.",1976.0,"['comedy', 'drama']",,movie,96,6.6,1579.0,amazon prime,
MOVIE,Black Sunday,R,An Israeli anti-terrorist agent must stop a disgruntled Vietnam vet cooperating in a Black September PLO plot to commit a terrorist attack at the Super Bowl.,1977.0,"['thriller', 'crime', 'drama']",,movie,143,6.8,8181.0,amazon prime,
MOVIE,Dementia 13,,"Shocked by the death of her spouse, a scheming widow hatches a bold plan to get her hands on the inheritance, unaware that she is targeted by an axe-wielding murderer who lurks in the family's estate. What mystery shrouds the noble house?",1963.0,"['horror', 'thriller']",,movie,75,5.7,8245.0,amazon prime,
MOVIE,Five Fingers of Death,R,A young boxer joins a martial arts school to increase his skill so he can enter a martial arts competition. He leaves the school when he hears that a local gangster is terrorizing the town. He comes to the aid of a young singer and brings on the wrath of the local gang. He eventually enters the martial arts competition after learning iron palm technique and takes out all competition.,1972.0,"['action', 'drama', 'romance']",,movie,105,7.1,3515.0,amazon prime,
MOVIE,Cinderella,G,"After the success of the  live 1957 Cinderella on CBS (with Julie Andrews), the network decided to produce another television version. The 1957 premiere had been broadcast before videotape was available, so only one performance could be shown. CBS mounted a new production in 1965, with Richard Rodgers as Executive Producer and written by Joseph Schrank.  The new script hewed closer to the traditional tale, although nearly all of the original songs were retained and sung in their original settings. Added to the Rogers and Hammerstein score was ""Loneliness of Evening"", which had been composed for South Pacific in 1949 but not used in that musical.  The 1965 debut had a Nielsen rating of 42.3, making it the highest-rated non-sports special on CBS from the beginning of the Nielsen ratings until 2009, and the 50th highest-rated show of any kind during that period.",1965.0,"['fantasy', 'romance', 'family', 'music']",,tvMovie,84,7.7,2865.0,amazon prime,
MOVIE,200 Motels,R,"""Touring makes you crazy,"" Frank Zappa says, explaining that the idea for this film came to him while the Mothers of Invention were touring. The story, interspersed with performances by the Mothers and the Royal Symphony Orchestra, is a tale of life on the road. The band members' main concerns are the search for groupies and the desire to get paid.",1971.0,"['fantasy', 'comedy', 'music']",,movie,98,5.6,2219.0,amazon prime,
MOVIE,The Unforgiven,,The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiawa tribe.,1960.0,"['western', 'drama', 'romance']",,movie,125,6.6,8651.0,amazon prime,
MOVIE,Mr. Majestyk,PG,A melon farmer battles organized crime and a hit man who wants to kill him.,1974.0,"['thriller', 'action', 'crime', 'drama', 'romance']",,movie,103,6.7,8845.0,amazon prime,
MOVIE,Gator,PG,"After his release from prison, notorious ex-con and moonshine distiller Gator McKlusky moves in with his father in a cabin in the Okefenokee Swamp. His bootlegging plans are cut short, however, when a federal agent tells McKlusky that he will lose custody of his 9-year-old daughter unless he helps bring down local crime lord Bama McCall. McKlusky enlists the help of reporter Aggie Maybank and a few local eccentrics to bring down McCall's empire.",1976.0,"['crime', 'drama', 'action']",,movie,115,5.8,4503.0,amazon prime,
MOVIE,The Count of Monte-Cristo,,"A TV adaptation of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.",1975.0,"['drama', 'history', 'european']",,tvMovie,119,6.9,4945.0,amazon prime,
MOVIE,Rituals,R,Five doctors go camping in the remote woods of Northern Ontario. When their boots are stolen they begin to suspect they are being stalked.,1977.0,"['thriller', 'horror']",,movie,100,6.2,2564.0,amazon prime,
MOVIE,The Bat,,"Mystery writer Cornelia Van Gorder has rented a country house called ""The Oaks"", which not long ago was the scene of some murders committed by a strange and violent criminal known as ""The Bat"". Meanwhile, the house's owner, bank president John Fleming, has recently embezzled one million dollars in securities and has hidden the proceeds in the house, but is killed before he can retrieve it.",1959.0,"['thriller', 'horror']",,movie,80,6.0,5294.0,amazon prime,
MOVIE,The Cheap Detective,PG,"A spoof of the entire 1940s detective genre. San Francisco private detective, Lou Pekinpaugh is accused of murdering his partner at the instigation of his mistress—his partner's wife.",1978.0,"['thriller', 'crime', 'romance', 'comedy']",,movie,92,6.4,4958.0,amazon prime,
MOVIE,The Group,,"It's 1933, and eight young women are friends and members of the upper- class group at a private girl's school, about to graduate and start their own lives. The film documents the years between their graduation and the beginning of the World War in Europe, and shows, in a serialized style, their romances and marriages, their searches for careers or meaning in their lives, their highs and their lows.",1966.0,['drama'],,movie,150,6.5,1925.0,amazon prime,
MOVIE,Willard,PG,"A social misfit, Willard is made fun of by his co-workers, and squeezed out of the company started by his deceased father by his boss. His only friends are a couple of rats he raised at home, Ben and Socrates. However, when one of them is killed at work, he goes on a rampage using his rats to attack those who have been tormenting him.",1971.0,"['horror', 'scifi']",,movie,95,6.2,4594.0,amazon prime,
MOVIE,Emmet Otter's Jug-Band Christmas,,A poor otter family risks everything for the chance to win the cash prize of a talent contest for Christmas.,1977.0,"['comedy', 'drama', 'family']",,tvMovie,48,8.2,3985.0,amazon prime,
MOVIE,A Bucket of Blood,,"Nerdy Walter Paisley (Dick Miller), a maladroit busboy at a beatnik café who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla (Barboura Morris), by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process.",1959.0,"['horror', 'crime', 'comedy']",,movie,66,6.7,7007.0,amazon prime,
MOVIE,The Valachi Papers,R,"When Joe Valachi has a price put on his head by Don Vito Genovese, he must take desperate steps to protect himself while in prison. An unsuccessful attempt to slit his throat puts him over the edge to break the sacred code of silence.",1972.0,"['crime', 'drama', 'european']",,movie,110,6.4,3811.0,amazon prime,
MOVIE,The Satanic Rites of Dracula,R,"The police and British security forces call in Professor Van Helsing to help them investigate Satanic ritual which has been occurring in a large country house, and which has been attended by a government minister, an eminent scientist and secret service chief. The owner of the house is a mysterious property tycoon who is found to be behind a sinister plot involving a deadly plague. It is in fact Dracula who, sick of his interminable existence, has decided that he must end it all in the only possible way- by destroying every last potential victim.",1973.0,['horror'],,movie,87,5.5,6172.0,amazon prime,
MOVIE,Indiscretion of an American Wife,,"While on vacation in Rome, married American Mary Forbes becomes entangled in an affair with an Italian man, Giovanni Doria. As she prepares to leave Italy, Giovanni confesses his love for her; he doesn't want her to go. Together they wander the railroad station where Mary is to take the train to Paris, then ultimately reunite with her husband and daughter in Philadelphia. Will she throw away her old life for this passionate new romance?",1953.0,"['drama', 'romance', 'european']",,movie,90,6.2,2891.0,amazon prime,
MOVIE,How to Murder Your Wife,,"Stanley Ford leads an idyllic bachelor life. He is a nationally syndicated cartoonist whose Bash Brannigan series provides him with a luxury townhouse and a full-time valet, Charles. When he wakes up the morning after the night before - he had attended a friend's stag party - he finds that he is married to the very beautiful woman who popped out of the cake - and who doesn't speak a word of English. Despite his initial protestations, he comes to like married life and even changes his cartoon character from a super spy to a somewhat harried husband.",1965.0,['comedy'],,movie,118,6.5,6456.0,amazon prime,
MOVIE,Avanti!,R,A successful businessman goes to Italy to arrange for the return of his tycoon-father's body only to discover dad died with his mistress of long standing.,1972.0,"['comedy', 'romance', 'european']",,movie,144,7.2,10600.0,amazon prime,
MOVIE,The Incredible Melting Man,R,"An astronaut exposed to cosmic rays outside of Saturn's rings returns to Earth and begins to melt away. Escaping from the hospital, he wanders around the backwoods looking for human flesh to eat.",1977.0,"['horror', 'scifi']",,movie,86,4.1,4752.0,amazon prime,
MOVIE,Eegah,,"Teenagers stumble across a prehistoric caveman, who goes on a rampage.",1962.0,"['horror', 'comedy', 'fantasy', 'music']",,movie,92,2.2,5906.0,amazon prime,
MOVIE,The Story of Adele H.,PG,"Adèle Hugo, daughter of renowned French writer Victor Hugo, falls in love with British soldier Albert Pinson while living in exile off the coast of England. Though he spurns her affections, she follows him to Nova Scotia and takes on the alias of Adèle Lewly. Albert continues to reject her, but she remains obsessive in her quest to win him over.",1975.0,"['drama', 'history', 'european']",,movie,96,7.2,8351.0,amazon prime,
MOVIE,The Shout,R,"Bored while officiating a cricket match at a psychiatric hospital, Crossley tells Graves (a visitor) the tale of a mysterious stranger (also named Crossley) who invades the lives and house of a local musician and his wife. The stranger claims knowledge of real magic, which he uses to displace his host and dominate his wife. The musician must find a way to combat Crossley and his seemingly implacable powers. Graves doubts Crossley's claim that the story is true, and begins to believe that Crossley is actually one of the patients.",1978.0,"['horror', 'drama']",,movie,86,6.6,4437.0,amazon prime,
MOVIE,Fun in Acapulco,PG,"Mike works on a boat in Acapulco. When the bratty daughter of the boat owner gets him fired, Mike must find new work. Little boy Rauol helps him get a job as a lifeguard and singer at a local hotel. Clashes abound when Mike runs into the rival lifeguard, who is the champion diver of Mexico.",1963.0,"['romance', 'comedy', 'music']",,movie,97,5.8,3392.0,amazon prime,
MOVIE,The Terror,PG,A young officer in Napoleon's army pursues a mysterious woman to the castle of an elderly Baron.,1963.0,"['thriller', 'horror']",,movie,81,5.0,7760.0,amazon prime,
SHOW,Here's Lucy,TV-G,Here's Lucy is Lucille Ball's third network television sitcom. It ran on CBS from 1968 to 1974.,1968.0,['comedy'],6.0,tvSeries,30,6.9,1618.0,amazon prime,
MOVIE,Invasion of the Bee Girls,R,"Neil Agar, a security agent with the State Department, is dispatched to Peckham, California to investigate the death of a bacteriologist working at government-sponsored Brandt Research. His investigation is soon complicated by a growing number of deaths, all men who died of congestive heart failure caused by sexual exhaustion.",1973.0,"['horror', 'thriller', 'scifi']",,movie,86,4.9,2884.0,amazon prime,
MOVIE,New Year's Evil,R,"During a New Year's Eve celebration, a punk-rock singer gets a phone call saying that when New Year's strikes in each time zone, someone will be murdered--and she will be the last one.",1980.0,"['horror', 'thriller']",,movie,85,4.8,3210.0,amazon prime,
MOVIE,Nicholas and Alexandra,PG,"Tsar Nicholas II, the inept last monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",1971.0,"['drama', 'history', 'war']",,movie,183,7.2,5065.0,amazon prime,
MOVIE,The Hunter,PG,"During his long career, bounty hunter Ralph ""Papa"" Thorson has caught over 5,000 criminals. Now, while he is working on apprehending fugitives in Illinois, Texas and Nebraska, he himself is being hunted by a psychotic killer.",1980.0,"['thriller', 'comedy', 'crime', 'drama', 'action']",,movie,97,6.2,6348.0,amazon prime,
MOVIE,Night Tide,,"A young sailor falls in love with a mysterious woman, performing as a mermaid at the local carnival. He soon comes to suspect the girl might be a actual mermaid who draws men to a watery death during the full moon.",1963.0,"['fantasy', 'thriller', 'drama', 'romance', 'horror']",,movie,86,6.4,3429.0,amazon prime,
MOVIE,The Brain That Wouldn't Die,,"Dr. Bill Cortner and his fiancée, Jan Compton, are driving to his lab when they get into a horrible car accident. Compton is decapitated. But Cortner is not fazed by this seemingly insurmountable hurdle. His expertise is in transplants, and he is excited to perform the first head transplant. Keeping Compton's head alive in his lab, Cortner plans the groundbreaking yet unorthodox surgery. First, however, he needs a body.",1962.0,"['horror', 'scifi', 'comedy']",,movie,82,4.4,7068.0,amazon prime,
MOVIE,Attack,,"Battle of the Bulge, World War II, 1944. Lieutenant Costa, an infantry company officer who must establish artillery observation posts in a strategic area, has serious doubts about Captain Cooney's leadership ability.",1956.0,"['drama', 'war', 'action']",,movie,107,7.4,5399.0,amazon prime,
MOVIE,Born to Win,R,"A smart-mouthed junkie and a former hairdresser spends his days looking for just ""one more fix"".",1971.0,"['comedy', 'drama', 'crime']",,movie,88,5.7,1869.0,amazon prime,
MOVIE,Salt of the Earth,,"Based on an actual strike against the Empire Zinc Mine in New Mexico, the film deals with the prejudice against the Mexican-American workers, who struck to attain wage parity with Anglo workers in other mines and to be treated with dignity by the bosses.",1954.0,"['drama', 'history']",,movie,94,7.3,3631.0,amazon prime,
MOVIE,Cromwell,G,"Disgusted with the policies of King Charles I, Oliver Cromwell plans to take his family to the New World. But on the eve of their departure, Cromwell is drawn into the tangled web of religion and politics that will result in the English Civil War.",1970.0,"['drama', 'history', 'war']",,movie,139,6.9,6245.0,amazon prime,
MOVIE,Cul-de-sac,,"A wounded criminal and his dying partner take refuge at an old beachfront fortress. The owner of the fortress and his young wife, initially unwilling hosts, quickly experience their relationship with the criminal shift in a humorous and bizarre fashion.",1966.0,"['comedy', 'drama', 'thriller']",,movie,112,7.0,13057.0,amazon prime,
MOVIE,The Comedy of Terrors,,"An undertaker who hasn't had any 'customers' in a long time is forced to pay one year's back-rent. To get money he starts to kill people, which brings absurd results.",1964.0,"['horror', 'comedy']",,movie,84,6.6,6110.0,amazon prime,
MOVIE,The Naked Kiss,,"A former prostitute works to create a new life for herself in a small town, but a shocking discovery could threaten everything.",1964.0,"['drama', 'crime']",,movie,90,7.2,7984.0,amazon prime,
MOVIE,Thunder Road,,"Unrepentant Tennessee moonshine runner Luke Doolin (Robert Mitchum) makes dangerous high-speed deliveries for his liquor-producing father, Vernon (Trevor Bardette), but won't let his younger brother Robin (James Mitchum) join the family business. Under pressure from both out-of-town gangster Kogan (Jacques Aubuchon), who wants a piece of the local action, and Treasury agent Barrett (Gene Barry), who wants to destroy the moonshine business, Luke fights for his fast-fading way of life.",1958.0,"['thriller', 'action', 'crime', 'drama']",,movie,92,6.6,3769.0,amazon prime,
MOVIE,The Front,PG,"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",1976.0,"['comedy', 'drama']",,movie,95,7.3,9066.0,amazon prime,
MOVIE,Never on Sunday,,An American scholar in Greece sets about improving the prostitute with whom he is infatuated.,1960.0,"['romance', 'drama', 'comedy']",,movie,91,7.3,5802.0,amazon prime,
MOVIE,Flower Drum Song,,"A young woman arrives in San Francisco's Chinatown from Hong Kong with the intention of marrying a rakish nightclub owner, unaware he is involved with one of his singers.",1961.0,"['music', 'romance', 'comedy']",,movie,133,6.9,3189.0,amazon prime,
MOVIE,The Killer Shrews,,"Trapped on a remote island by a hurricane, a group discover a doctor has been experimenting on creating half sized humans. Unfortunately, his experiments have also created giant shrews, who when they have run out of small animals to eat, turn on the humans....",1959.0,"['horror', 'scifi']",,movie,69,4.1,5216.0,amazon prime,
MOVIE,Kansas City Confidential,,"A down-on-his-luck ex-GI finds himself framed for an armored car robbery. When he's finally released for lack of evidence--after having been beaten up and tortured by the police--he sets out to discover who set him up, and why. The trail leads him into Mexico and a web of hired killers and corrupt cops.",1952.0,"['thriller', 'crime', 'drama']",,movie,99,7.3,7317.0,amazon prime,
MOVIE,Road to Bali,,"Having to leave Melbourne in a hurry to avoid various marriage proposals, two song-and-dance men sign on for work as divers. This takes them to an idyllic island on the way to Bali where they vie with each other for the favours of Princess Lala. The hazardous dive produces a chest of priceless jewels which arouses the less romantic interest of some shady locals.",1953.0,"['comedy', 'fantasy']",,movie,91,6.4,4902.0,amazon prime,
MOVIE,The Trip,,"After his wife leaves him, a disillusioned director dives into the drug scene, trying anything his friend suggests.",1967.0,['drama'],,movie,82,6.0,5058.0,amazon prime,
MOVIE,Small Change,R,"Various experiences of childhood are seen in several sequences that take place in the small town of Thiers, France. Vignettes include a boy's awakening interest in girls, couples double-dating at the movies, brothers giving their friend a haircut, a boy dealing with an abusive home life, a baby and a cat sitting by an open window, a child telling a dirty joke, and a boy who develops a crush on his friend's mother.",1976.0,"['drama', 'comedy', 'european']",,movie,104,7.6,6003.0,amazon prime,
MOVIE,Khartoum,,"English General Charles George Gordon is appointed military governor of Anglo-Egyptian Sudan by the Prime Minister. Ordered to evacuate Egyptians from the Sudan, Gordon stays on to protect the people of Khartoum, who are under threat of being conquered by a Muslim army.",1966.0,"['war', 'action', 'history', 'drama']",,movie,134,6.8,7544.0,amazon prime,
MOVIE,Chariots of the Gods,G,"Documentary based on the book by Erich Von Daniken concerning the ancient mysteries of the world, such as the pyramids of Egypt and Mexico, ancient cave drawings, the monuments of Easter Island, etc. and the fact that these things and modern civilization could have been influenced by extra-terrestrial visitations hundreds(or perhaps thousands) of years ago.",1970.0,"['thriller', 'documentation']",,movie,92,6.2,1579.0,amazon prime,
MOVIE,The Big Brawl,R,A young Asian American martial artist is forced to participate in a brutal formal street-fight competition.,1980.0,"['comedy', 'crime', 'action']",,movie,95,5.7,5433.0,amazon prime,
MOVIE,Thank God It's Friday,PG,"It's Friday and everyone is going to the hot new disco. The Commodores are scheduled to play if Floyd shows up with the instruments and Nicole dreams of becoming a disco star. Other characters are there to win the dance contest, or to put a little excitement into a fifth anniversary.",1978.0,"['romance', 'music', 'comedy']",,movie,89,5.4,2833.0,amazon prime,
MOVIE,The Bigamist,,A woman discovers her husband has another family in another city.,1953.0,['drama'],,movie,80,6.8,3961.0,amazon prime,
MOVIE,Inside Moves,PG,"After a failed suicide attempt leaves him partially crippled, Rory begins spending a lot of time at a neighborhood bar full of interesting misfits. When Jerry the bartender suddenly finds himself playing basketball for the Golden State Warriors, Rory and the rest of the bar regulars hope his success will provide a lift to their sagging spirits. Will Jerry forget his friends? What about his junkie hooker girlfriend and her pimp?",1980.0,"['drama', 'romance', 'sport', 'comedy']",,movie,113,7.0,1938.0,amazon prime,
MOVIE,Bobbie Jo and the Outlaw,R,"A young country-star wannabe takes off from her carhop career to join with a young, modern Billy the Kid wannabe for an adventure in theft, murder and mayhem.",1976.0,"['action', 'crime', 'drama', 'romance', 'thriller']",,movie,88,5.3,1177.0,amazon prime,
MOVIE,Alexander the Great,PG,"He was a fierce military commander who led huge armies into battle without a single defeat; a magnificent warrior who many believed was part god - this was Alexander the Great (Richard Burton), the legendary Greek hero hailed by his countrymen as ""The King of Kings"". Born in 356 B.C. into a turbulent world of political unrest, educated by Aristotle (Barry Jones) and chosen to lead his people in the grand tradition of his powerful father (Fredric March), this glamorous world conqueror rose above all conflict to unite the continents of Europe and Asia to become one of the most celebrated rulers of all time! Written, produced and directed by Oscar - winner Robert Rossen and featuring the extraordinary Claire Bloom and a remarkable cast of thousands, this stunning portrait of one of history's most fascinating figures is colossal entertainment and an amazing spectacle.",1956.0,"['war', 'action', 'drama', 'history']",,movie,143,5.8,3742.0,amazon prime,
MOVIE,"Easy Come, Easy Go",PG,"Navy frogman Ted Jackson balances his time between twin careers as a deep-sea diver and nightclub singer. During a dive, Ted spots sunken treasure and returns with the hope to retrieve it.",1967.0,"['comedy', 'music', 'action']",,movie,95,5.2,1650.0,amazon prime,
MOVIE,Daughters of Satan,R,"A man buys a painting depicting witches being burned at the stake, one of whom bears an uncanny resemblance to his wife.",1972.0,['horror'],,movie,90,4.4,1076.0,amazon prime,
MOVIE,A Kiss Before Dying,,A college student tries to get rich quick by wooing two wealthy sisters.,1956.0,"['thriller', 'crime', 'romance']",,movie,94,6.7,3930.0,amazon prime,
MOVIE,Tales of Terror,,"Three stories adapted from the work of Edgar Allen Poe:  1) A man and his daughter are reunited, but the blame for the death of his wife hangs over them, unresolved.  2) A derelict challenges the local wine-tasting champion to a competition, but finds the man's attention to his wife worthy of more dramatic action.  3) A man dying and in great pain agrees to be hypnotized at the moment of death, with unexpected consequences.",1962.0,"['horror', 'thriller', 'comedy']",,movie,89,6.8,7475.0,amazon prime,
MOVIE,Death Ship,R,"Survivors of a tragic shipping collision are rescued by a mysterious black ship which appears out of the fog. Little do they realise that the ship is actually a Nazi torture ship which has sailed the seas for years, luring unsuspecting sailors aboard and killing them off one by one.",1980.0,"['thriller', 'horror']",,movie,91,4.8,4958.0,amazon prime,
MOVIE,The Snows of Kilimanjaro,,Writer Harry Street reflects on his life as he lies dying from an infection while on safari in the shadow of Mount Kilimanjaro.,1952.0,"['romance', 'drama', 'war']",,movie,114,6.1,5383.0,amazon prime,
MOVIE,The Visitors,R,"Bill, Martha and their little child Hal are spending a quiet winter Sunday in their cosy house when they get an unexpected visit from Mike Nickerson and Tony Rodriguez. Mike and Tony are old acquaintances of Bill; a few years back, in Vietnam, they were in the same platoon. They also became opposed parties in a court martial - for a reason that Bill never explained to Martha. What happened in Vietnam, and what is the reason for the presence of Mike and Tony ?",1972.0,"['thriller', 'crime', 'drama']",,movie,88,6.4,1427.0,amazon prime,
MOVIE,Animalympics,,Animalympics is all about the Animal Olympics Contest where all the animals around the world gather to take part in everything from skiing in North America to the very long marathon race in humid conditions.,1980.0,"['animation', 'comedy', 'family', 'sport']",,movie,78,6.8,2152.0,amazon prime,
MOVIE,Electra Glide in Blue,PG,"A short Arizona motorcycle cop gets his wish and is promoted to Homicide following the mysterious murder of a hermit. He is forced to confront his illusions about himself and those around him in order to solve the case, eventually returning to solitude in the desert.",1973.0,"['thriller', 'crime', 'drama']",,movie,114,7.1,5865.0,amazon prime,
MOVIE,Cotton Comes to Harlem,R,"Harlem's African-American population is being ripped off by the Rev. Deke O'Malley, who dishonestly claims that small donations will secure parcels of land in Africa. When New York City police officers Gravedigger Jones and Coffin Ed Johnson look into O'Malley's scam, they learn that the cash is being smuggled inside a bale of cotton. However, the police, O'Malley, and lots of others find themselves scrambling when the money goes missing.",1970.0,"['comedy', 'action', 'crime']",,movie,97,6.4,2391.0,amazon prime,
MOVIE,Schizoid,R,"When Dr. Peter Fales's patients start getting annihilated by an unknown serial killer, he and his daughter Alison both come under suspicion. Julie, a syndicated “Dear Abby”-style columnist, is in one of Dr. Fales's therapy groups. After she receives several ominous letters she not only wonders if Dr. Fales might be behind the killings, she also starts to suspect her estranged husband.",1980.0,"['horror', 'drama', 'thriller']",,movie,89,5.0,1596.0,amazon prime,
MOVIE,For Pete's Sake,PG,Henry is a woman who would do anything for her husband Pete-- including borrow money so he has a chance of making his dreams come true. But now there's the loan sharks to deal with...,1974.0,['comedy'],,movie,90,6.2,2441.0,amazon prime,
MOVIE,The Angry Red Planet,,The first manned flight to Mars returns after having been out of communications since it had arrived on Mars. What would it reveal?,1959.0,"['scifi', 'horror']",,movie,83,5.2,3398.0,amazon prime,
MOVIE,Dr. Goldfoot and the Bikini Machine,G,In this campy spy movie spoof Dr. Goldfoot (Vincent Price) has invented an army of bikini-clad robots who are programmed to seek out wealthy men and charm them into signing over their assets. Secret agent Craig Gamble (Frankie Avalon) and millionaire Todd Armstrong set out to foil his fiendish plot.,1965.0,"['comedy', 'scifi']",,movie,88,5.0,2308.0,amazon prime,
MOVIE,Fun with Dick and Jane,PG,"When an upwardly mobile couple find themselves unemployed and in debt, they turn to armed robbery in desperation.",1977.0,"['comedy', 'crime']",,movie,95,6.4,4540.0,amazon prime,
MOVIE,The Competition,PG,"The movie centers on a piano competition whose winner is assured of success. It is Paul's last chance to compete, but newcomer Heidi may be a better pianist. Can romance be far away? Will she take a dive despite the pressure to win from her teacher, Greta, or will she condemn Paul to obscurity?",1980.0,"['romance', 'drama', 'music']",,movie,123,6.6,2436.0,amazon prime,
MOVIE,Cry of the Banshee,R,"In seventeenth century England Lord Whitman wages unending war on what he sees as the ever-present scourge of witchcraft, and many local villagers have suffered at his hands. But one victim uses her occult powers to curse his family, enlisting unknowing help from one of the household.",1970.0,['horror'],,movie,91,5.5,2537.0,amazon prime,
MOVIE,The Hiding Place,PG,The Hiding Place is an account of a Dutch family who risk their lives by offering a safe haven for Jews during World War II,1975.0,"['drama', 'history', 'war']",,movie,150,7.4,2147.0,amazon prime,
MOVIE,Don't Look in the Basement,R,"A young psychiatric nurse goes to work at a lonesome asylum following a murder. There, she experiences varying degrees of torment from the patients.",1973.0,"['thriller', 'horror']",,movie,89,4.9,3252.0,amazon prime,
MOVIE,The Bed Sitting Room,R,"In the hazy aftermath of World War III, the fallout from a 'nuclear misunderstanding' is producing strange mutations amongst the survivors, and the noble Lord Fortnum finds himself transforming into a bed sitting room.",1969.0,"['scifi', 'comedy']",,movie,90,6.1,2324.0,amazon prime,
MOVIE,Beyond the Time Barrier,,A pilot testing an experimental new rocket powered craft manages to fly into the future and land at the now deserted airbase he left. He ends up in a city with people who are suspicious he is a spy and who want to keep him to procreate with the rulers daughter because the majority of the inhabitants are sterile. He manages to escape and return to his own time but ages dramatically.,1960.0,"['scifi', 'romance', 'european']",,movie,74,5.2,1674.0,amazon prime,
MOVIE,The Last Time I Saw Paris,,"Reporter Charles Wills, in Paris to cover the end of World War II, falls for the beautiful Helen Ellswirth following a brief flirtation with her sister, Marion. After he and Helen marry, Charles pursues his novelistic ambition while supporting his new bride with a deadening job at a newspaper wire service. But when an old investment suddenly makes the family wealthy, their marriage begins to unravel — until a sudden tragedy changes everything.",1954.0,"['drama', 'romance']",,movie,116,6.1,3849.0,amazon prime,
MOVIE,Pal Joey,,An opportunistic singer woos a wealthy widow to boost his career.,1957.0,"['romance', 'drama']",,movie,111,6.6,5472.0,amazon prime,
MOVIE,She Gods of Shark Reef,,"Two brothers, one wanted for murder, are shipwrecked on an island inhabited by nubile young women who have amassed a valuable cache of pearls.",1958.0,['thriller'],,movie,63,2.9,1045.0,amazon prime,
MOVIE,Lord Love a Duck,,"From his prison cell, young Alan Musgrave relates his experiences of the previous year dedicated to fulfilling every whim of beautiful and self-absorbed high school senior Barbara Ann Greene.",1966.0,"['drama', 'comedy', 'romance']",,movie,105,6.4,1733.0,amazon prime,
MOVIE,Go for Broke!,,"A tribute to the U.S. 442nd Regimental Combat Team, formed in 1943 by Presidential permission with Japanese-American volunteers. We follow the training of a platoon under the rueful command of Lt. Mike Grayson who shares common prejudices of the time. The 442nd serve in Italy, then France, distinguishing themselves in skirmishes and battles; gradually and naturally, Grayson's prejudices evaporate with dawning realization that his men are better soldiers than he is.",1951.0,"['drama', 'war', 'history']",,movie,92,6.6,1577.0,amazon prime,
MOVIE,Robinson Crusoe,PG,"An English slave trader is marooned on a remote tropical island, forced to fend for himself and deal with crushing loneliness.",1954.0,"['action', 'drama', 'family']",,movie,90,6.7,4104.0,amazon prime,
MOVIE,Trapeze,,"A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.",1956.0,"['drama', 'romance']",,movie,105,6.8,4689.0,amazon prime,
MOVIE,Madhouse,PG,A horror movie star returns to his famous role after years in a mental institution. But the character seems to be committing murders independent of his will.,1974.0,"['horror', 'thriller', 'crime']",,movie,92,6.2,4195.0,amazon prime,
